"path","size_bytes","reason"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\figure_data_checks.csv","162","optional-thesis-figure-package"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\ghi_agaci_before_after_fan_source.csv","3487","optional-thesis-figure-package"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\representative_day_candidates.csv","39626","optional-thesis-figure-package"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\stage5_recomputed_metrics.csv","798","optional-thesis-figure-package"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\table_4_2_reconciliation_audit.csv","1892","optional-thesis-figure-package"
"new_pipeline\data\output\oral_slide_ghi_quantile_calibration_v2\tables\verified_slide_table_4_2_values.csv","248","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\audit\DATA_GAP_FIGURE_4_3_WITH_WITHOUT_NWP.md","961","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\audit\WITHOUT_NWP_H01_H24_ABLATION_REPORT.md","1322","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\appendix_figure_calibration_reliability_before_after_agaci.png","160217","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\appendix_figure_calibration_reliability_before_after_agaci_source.csv","272","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_2_scenario_generation_with_quantile_bands.png","588594","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_2_scenario_generation_with_quantile_bands_audit.md","2018","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_2_scenario_generation_with_quantile_bands_source.csv","2448379","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_1_representative_quantile_fan_charts.png","464459","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_1_representative_quantile_fan_charts_source.csv","10172","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_2_feature_importance_day_ahead_model.png","180023","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_2_feature_importance_day_ahead_model_source.csv","695","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_3_with_without_nwp_all_hours_comparison.png","97517","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_3_with_without_nwp_all_hours_comparison_source.csv","562","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_4_raw_vs_kmedoids_scenarios_three_sky_conditions.png","611427","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_4_raw_vs_kmedoids_scenarios_three_sky_conditions_source.csv","2689135","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_4_4_selected_issue_times.csv","390","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days.png","311206","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days_audit.md","1801","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days_full24_zero_filled.png","324371","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days_full24_zero_filled_audit.md","2739","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days_full24_zero_filled_source.csv","16478","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\figure_h1_h24_point_forecast_seasonal_days_source.csv","10100","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_reduction_method_comparison_three_days.png","738826","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_reduction_method_comparison_three_days_audit.md","3503","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_reduction_method_comparison_three_days_source.csv","5044218","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_reduction_three_days_clean_layout.png","608660","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_reduction_three_days_clean_layout_source.csv","4997126","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_representative_days_20250930_20250408_20250111.png","583224","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_representative_days_20250930_20250408_20250111_selected_issue_times.csv","181","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\figures\scenario_representative_days_20250930_20250408_20250111_source.csv","3614462","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\MANIFEST.csv","5055","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\MANIFEST.md","5803","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\tables\figure_4_3_with_without_nwp_h01_h24_allhours_metrics.csv","562","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\without_nwp_h01_h24\sample_accounting.csv","158","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\without_nwp_h01_h24\without_nwp_feature_list.csv","824","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_ch4_forecast_figures_v1\without_nwp_h01_h24\xgb_direct24_without_nwp_h01_h24_allhours_metrics.csv","300","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_ccor_cross_day_mechanism.png","1180502","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_ccor_cross_day_mechanism_final.png","904019","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_ccor_cross_day_mechanism_locked.png","901921","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_ccor_cross_day_mechanism_v2.png","916527","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_energy_balance_audit.csv","1064","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_event_data.csv","19742","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_interpretation.md","3465","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_peak_reconciliation.csv","25290","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_peak_reconciliation.md","2674","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_mechanism_figures_48h\figure_M2_48h_summary_metrics.csv","1688","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\figures\figure_ccor_m150_schedule_comparison_48h.png","773316","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\figures\figure_probabilistic_schedule_comparison_48h.png","630060","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\FINAL_STATUS.txt","519","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\SCHEDULE_COMPARISON_REPORT.md","5532","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\tables\annual_result_check.csv","1392","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\tables\candidate_windows_ccor_top5.csv","1971","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\tables\candidate_windows_probabilistic_top5.csv","1479","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\tables\selected_window_ccor_hourly.csv","66124","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_schedule_visualization_prob_ccor_m150_v2\tables\selected_window_probabilistic_hourly.csv","58947","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\comparison_universe_audit.csv","2755949","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\high_net_load_inclusion_by_issue_time.csv","596229","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\low_pv_inclusion_by_issue_time.csv","613139","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\metric_definition_audit.md","2634","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\raw_pool_peak_preservation_by_issue_time.csv","862937","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\representation_error_by_issue_time.csv","746175","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\table_4_3_generation_and_reduction_validation.csv","774","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\table_4_3_generation_and_reduction_validation.md","1981","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\TABLE_4_3_PANEL_B_FINAL_REPORT.md","5680","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\table_4_3_panel_b_scenario_reduction_validation.csv","337","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_3_panel_b_v1\table_4_3_panel_b_scenario_reduction_validation_full_precision.csv","396","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_4_six_case_bar_figure_v1\figures\figure_table_4_4_six_case_cost_bars.png","207649","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_4_six_case_bar_figure_v1\README.md","424","optional-thesis-figure-package"
"new_pipeline\data\output\thesis_table_4_4_six_case_bar_figure_v1\tables\table_4_4_six_case_cost_values.csv","690","optional-thesis-figure-package"
"PACKAGE_README.md","692","package-readme"
"README.md","61660","project-shell"
"requirements.txt","121","project-shell"
"RESEARCH_PIPELINE_SUMMARY.md","26661","reference-doc"
"run_all.py","9397","project-shell"
"SCENARIO_GENERATION_TCOPULA_AUDIT.md","28249","reference-doc"
"thesis_figures\Figure_3-1-1_architecture.png","270438","thesis-assets"
"thesis_figures\Figure_4-2-1_id_benchmark.png","137058","thesis-assets"
"thesis_figures\Figure_4-4-1_cost_comparison.png","189580","thesis-assets"
"thesis_figures\Figure_4-4-2_waterfall.png","146080","thesis-assets"
"thesis_figures\Figure_4-5-1_horizon_robustness.png","160995","thesis-assets"
"thesis_figures\Figure_4-6-1_m8_filter_stats.png","269616","thesis-assets"
"thesis_tables\Table_3-8-1_case_definitions.csv","806","thesis-assets"
"thesis_tables\Table_3-8-1_case_definitions.md","1578","thesis-assets"
"thesis_tables\Table_3-8-2_horizon_sensitivity.csv","398","thesis-assets"
"thesis_tables\Table_3-8-2_horizon_sensitivity.md","883","thesis-assets"
"thesis_tables\Table_4-2-1_point_forecast_skill.csv","335","thesis-assets"
"thesis_tables\Table_4-2-1_point_forecast_skill.md","1169","thesis-assets"
"thesis_tables\Table_4-2-2_per_horizon_rmse.csv","320","thesis-assets"
"thesis_tables\Table_4-2-2_per_horizon_rmse.md","1270","thesis-assets"
"thesis_tables\Table_4-2-3_probabilistic_calibration.csv","280","thesis-assets"
"thesis_tables\Table_4-2-3_probabilistic_calibration.md","1258","thesis-assets"
"thesis_tables\Table_4-2-4_id_benchmark.csv","867","thesis-assets"
"thesis_tables\Table_4-2-4_id_benchmark.md","2544","thesis-assets"
"thesis_tables\Table_4-2-5_da_benchmark.csv","693","thesis-assets"
"thesis_tables\Table_4-2-5_da_benchmark.md","1946","thesis-assets"
"thesis_tables\Table_4-4-1_main_cost_comparison.csv","522","thesis-assets"
"thesis_tables\Table_4-4-1_main_cost_comparison.md","1706","thesis-assets"
"thesis_tables\Table_4-4-3_m8_det_vs_prob.csv","317","thesis-assets"
"thesis_tables\Table_4-4-3_m8_det_vs_prob.md","1131","thesis-assets"
"thesis_tables\Table_4-5-1_horizon_robustness.csv","210","thesis-assets"
"thesis_tables\Table_4-5-1_horizon_robustness.md","833","thesis-assets"
"thesis_tables\Table_4-6-1_m8_ablation_eod.csv","511","thesis-assets"
"thesis_tables\Table_4-6-1_m8_ablation_eod.md","1880","thesis-assets"
